municipio;_gama_camara;_mamografo_com_comando_simples;_mamografo_com_estereotaxia;_raio_x_ate_100_ma;_raio_x_de_100_a_500_ma;_raio_x_mais_de_500ma;_raio_x_dentario;_raio_x_com_fluoroscopia;_raio_x_para_densitometria_ossea;_raio_x_para_hemodinamica;_tomógrafo_computadorizado;_ressonancia_magnetica;_ultrassom_doppler_colorido;_ultrassom_ecografo;_ultrassom_convencional;_processadora_de_filme_exclusiva_para_mamografia;_mamografo_computadorizado;_pet_ct;_endoscopio_das_vias_respiratorias;_endoscopio_das_vias_urinarias;_endoscopio_digestivo;_equipamentos_para_optometria;_laparoscopio_video;_microscopio_cirurgico;_cadeira_oftalmologica;_coluna_oftalmologica;_refrator;_lensometro;_projetor_ou_tabela_de_optotipos;_retinoscopio;_oftalmoscopio;_ceratometro;_tonometro_de_aplanacao;_biomicroscopio_lampada_de_fenda;_campimetro;_eletrocardiografo;_eletroencefalografo;_bomba_balao_intra_aortico;_bomba_de_infusao;_berço_aquecido;_bilirrubinometro;_debitometro;_desfibrilador;_equipamento_de_fototerapia;_incubadora;_marcapasso_temporario;_monitor_de_ecg;_monitor_de_pressao_invasivo;_monitor_de_pressao_nao_invasivo;_reanimador_pulmonar_ambu;_respirador_ventilador;_aparelho_de_diatermia_por_ultrassom_ondas_curtas;_aparelho_de_eletroestimulacao;_bomba_de_infusao_de_hemoderivados;_equipamentos_de_aferese;_equipamento_de_circulacao_extracorporea;_equipamento_para_hemodialise;_forno_de_bier;total
"352940 Mauá";-;10;1;4;24;2;85;-;5;2;8;3;16;4;25;4;-;-;8;1;27;10;2;4;7;7;5;7;8;7;8;4;8;7;1;69;8;-;254;39;1;-;55;34;43;3;105;22;117;187;86;27;45;1;1;1;30;15;1457
"352950 Mendonça";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;1;1;-;4;-;-;1;15
"352960 Meridiano";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;1;-;-;-;-;1;7
"352965 Mesópolis";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;5
"352970 Miguelópolis";-;-;-;2;1;-;3;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;3;-;-;3;2;2;-;2;-;-;8;2;2;4;-;-;-;-;-;41
"352980 Mineiros do Tietê";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;1;-;-;-;-;-;-;-;2;-;-;2;1;2;2;-;3;1;-;1;22
"353000 Mira Estrela";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;1;-;-;-;-;1;9
"352990 Miracatu";-;-;-;1;2;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;1;-;4;1;1;3;-;-;-;-;-;21
"353010 Mirandópolis";-;-;-;1;-;-;11;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;4;4;-;-;10;18;-;-;-;-;2;61
"353020 Mirante do Paranapanema";-;1;-;-;-;2;5;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;1;1;-;3;1;-;-;-;-;-;3;-;-;-;1;-;-;3;-;2;1;-;-;-;-;2;33
"353030 Mirassol";-;2;-;2;3;3;12;1;1;-;-;-;6;5;2;1;-;-;1;-;3;1;3;2;-;-;-;-;-;-;1;-;-;-;-;11;-;-;10;6;1;1;13;4;9;1;19;1;18;18;6;11;17;-;-;-;-;11;206
"353040 Mirassolândia";-;-;-;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;2;-;1;2;-;-;-;-;1;13
"353050 Mococa";-;-;-;2;5;2;34;-;1;-;1;2;1;3;6;-;2;-;1;1;6;3;1;1;-;-;-;-;-;-;1;-;-;-;-;22;5;-;51;8;-;-;13;6;6;1;9;1;24;41;19;15;25;-;6;-;-;7;332
"353060 Mogi das Cruzes";2;4;1;3;28;9;54;-;2;2;9;4;48;7;15;3;-;-;8;13;28;27;7;11;19;18;17;17;19;16;33;10;17;21;3;80;13;-;488;20;-;-;86;31;49;12;241;84;252;318;130;41;40;1;4;1;-;5;2371
"353070 Mogi Guaçu";1;3;1;11;6;3;63;1;2;1;3;-;5;4;3;1;-;-;3;1;15;2;6;5;2;-;-;-;-;-;-;-;-;-;-;19;1;-;61;7;1;-;22;7;13;3;42;9;10;107;34;4;2;-;-;-;-;2;486
"353080 Mogi Mirim";1;2;-;2;4;2;37;1;-;-;3;1;3;2;5;2;-;-;5;1;13;7;2;6;2;1;2;1;2;2;1;-;1;-;1;15;3;-;58;6;2;-;24;8;6;4;13;8;85;99;30;19;36;3;3;-;38;4;576
"353090 Mombuca";-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;9
"353100 Monções";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;3;2;-;-;-;-;2;11
"353110 Mongaguá";-;2;-;-;4;2;2;-;1;-;-;-;2;1;2;2;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;1;-;-;1;-;-;10;2;2;1;8;1;8;20;7;5;6;-;-;-;-;-;100
"353120 Monte Alegre do Sul";-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;1;4;-;3;1;-;-;23
"353130 Monte Alto";-;4;-;3;3;2;51;-;2;-;2;1;4;4;5;2;-;-;1;5;6;-;2;3;-;-;-;-;-;-;-;-;-;-;-;20;3;-;25;5;-;-;11;3;5;-;20;2;21;31;14;8;12;-;15;-;1;4;300
"353140 Monte Aprazível";-;1;-;-;-;-;1;-;-;-;-;-;3;-;1;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;1;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;13;13;-;-;-;-;4;48
"353150 Monte Azul Paulista";-;1;-;-;1;1;3;-;-;-;-;-;2;3;1;1;-;-;-;-;1;50;1;2;-;-;-;-;-;-;-;-;-;-;-;7;1;-;4;4;-;-;7;4;4;-;10;-;2;16;5;5;6;-;-;-;-;6;148
"353160 Monte Castelo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;9
"353180 Monte Mor";-;-;1;1;2;-;7;-;-;-;-;-;1;1;2;1;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;18;3;-;2;2;-;-;6;1;2;-;7;-;3;21;5;10;6;-;-;-;-;1;107
"353170 Monteiro Lobato";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;1;-;-;5;-;-;2;-;-;-;-;-;14
"353190 Morro Agudo";-;1;-;2;2;-;15;-;-;-;-;-;-;1;3;1;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;7;1;-;-;4;-;-;3;2;4;-;-;-;4;13;2;-;5;-;-;-;-;1;74
"353200 Morungaba";-;-;-;1;2;-;5;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;1;-;-;-;3;1;-;-;4;-;-;3;5;5;1;-;-;-;-;-;39
"353205 Motuca";-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;8
"353210 Murutinga do Sul";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;4;2;-;-;-;-;-;-;-;-;11
"353215 Nantes";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;2;8
"353220 Narandiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;-;-;-;-;-;-;5;-;2;3;-;-;-;-;1;16
"353230 Natividade da Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353240 Nazaré Paulista";-;1;-;-;1;1;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;2;1;-;-;3;1;2;-;2;-;-;2;5;1;1;-;-;-;-;2;31
"353250 Neves Paulista";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;1;4;-;1;1;-;-;-;-;1;15
"353260 Nhandeara";-;-;-;-;-;-;6;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;-;1;1;-;2;-;-;4;-;-;-;3;-;-;-;2;-;7;5;2;7;10;-;-;-;-;2;62
"353270 Nipoã";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353280 Nova Aliança";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;1;2;-;2;1;-;-;-;-;1;13
"353282 Nova Campina";-;-;-;-;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;4;-;-;-;1;1;-;4;10;-;-;-;-;-;-;-;28
"353284 Nova Canaã Paulista";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;6
"353286 Nova Castilho";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;4
"353290 Nova Europa";-;-;-;1;1;-;5;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;2;2;-;-;4;1;2;-;5;1;1;5;2;5;3;-;-;-;-;-;48
"353300 Nova Granada";-;-;-;-;-;-;5;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;1;1;1;1;1;1;1;1;1;1;1;4;-;-;-;-;-;-;3;1;-;-;-;-;1;7;-;3;5;-;-;-;-;2;45
"353310 Nova Guataporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;1;4
"353320 Nova Independência";-;-;-;-;-;-;3;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;1;9
"353330 Nova Luzitânia";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;4
"353340 Nova Odessa";-;-;1;3;1;1;20;-;1;-;2;-;1;-;-;1;-;-;2;1;1;6;1;1;-;-;-;-;-;-;-;-;-;-;-;11;-;-;20;4;-;-;7;2;2;1;3;1;8;15;7;5;8;-;-;-;-;-;137
"353325 Novais";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;3;-;-;1;2;-;2;9;-;2;2;-;-;-;-;-;24
"353350 Novo Horizonte";-;-;-;-;1;1;10;1;-;-;2;-;5;3;9;-;1;-;3;2;7;3;4;1;-;-;-;-;-;-;1;-;-;-;-;5;1;-;4;4;-;-;3;1;4;-;8;1;2;7;3;24;41;-;2;-;-;2;166
"353360 Nuporanga";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;1;-;1;2;1;5;5;-;-;-;-;2;23
"353380 Óleo";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;4
"353390 Olímpia";-;1;-;1;4;-;20;2;1;-;1;2;8;5;2;1;-;-;-;1;7;4;-;4;-;-;-;-;-;-;1;-;-;-;-;27;3;1;42;5;-;-;12;3;6;2;30;4;23;38;15;19;16;-;-;-;1;6;318
"353400 Onda Verde";-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;-;6;-;2;1;-;-;-;-;-;16
"353410 Oriente";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;4;4;-;-;-;-;3;15
"353420 Orindiúva";-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;2;-;-;-;1;-;-;5;1;3;3;-;-;-;-;1;21
"353430 Orlândia";-;4;-;2;5;2;50;2;1;-;2;-;4;3;4;1;-;-;2;1;1;5;1;2;-;-;-;-;-;-;-;-;-;-;-;9;2;-;1;2;-;-;5;1;7;1;5;-;6;10;10;24;30;-;-;-;-;7;212
"353440 Osasco";-;26;1;23;44;12;378;1;17;3;15;9;64;21;77;11;1;-;6;1;40;50;9;13;52;48;47;32;52;35;52;15;47;56;12;112;15;1;277;25;3;1;115;27;35;8;199;28;283;348;152;77;118;3;4;-;1;21;3123
"353450 Oscar Bressane";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;1;6
"353460 Osvaldo Cruz";-;2;-;1;4;-;19;-;-;-;1;-;4;1;1;1;-;-;-;-;2;2;1;2;2;2;2;2;2;2;2;1;2;2;1;12;-;-;20;4;-;-;7;2;3;1;13;-;1;15;10;16;19;-;-;-;-;4;188
"353470 Ourinhos";-;4;-;12;15;2;66;3;5;1;6;2;14;2;15;2;-;-;9;4;13;15;7;5;12;10;8;7;7;10;12;9;11;13;1;39;7;-;153;13;-;2;31;21;19;7;84;10;29;98;45;45;55;-;-;1;60;4;1025
"353480 Ouro Verde";-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;3;1;-;-;-;-;-;12
"353475 Ouroeste";-;-;-;1;1;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;2;-;-;3;-;-;2;1;2;-;2;-;-;6;3;4;5;-;-;-;-;1;40
"353490 Pacaembu";-;-;-;-;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;3;-;-;-;1;1;-;1;-;-;5;2;3;4;-;-;-;-;4;32
"353500 Palestina";-;-;-;2;1;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;1;-;1;3;-;5;5;-;-;-;-;2;26
"353510 Palmares Paulista";-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;5
"353520 Palmeira d'Oeste";-;-;-;-;2;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;1;-;-;1;1;2;-;-;-;1;-;-;1;1;1;-;-;-;-;7;-;2;3;-;-;-;-;1;33
"353530 Palmital";-;1;-;1;3;-;9;-;-;-;-;-;1;1;4;-;-;-;-;-;2;-;1;-;-;-;-;-;-;2;10;-;-;-;-;13;-;-;6;1;1;1;10;2;3;-;7;-;3;23;3;12;10;-;-;-;-;2;132
"353540 Panorama";-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;30;2;1;2;-;1;-;-;6;1;3;2;-;6;-;-;1;62
"353550 Paraguaçu Paulista";-;2;-;2;2;-;6;-;-;-;1;-;1;1;4;2;-;-;-;1;1;43;1;6;-;-;-;-;-;-;-;-;-;-;-;7;2;-;28;2;-;1;5;2;4;3;16;2;19;25;11;14;12;-;-;-;-;5;231
"353560 Paraibuna";-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;-;1;1;-;4;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;22
"353570 Paraíso";-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6
"353580 Paranapanema";-;-;-;7;-;1;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;1;1;-;-;2;1;2;-;1;1;2;11;2;4;4;-;-;-;-;1;48
"353590 Paranapuã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;3;-;-;-;-;-;8
"353600 Parapuã";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;1;1;-;-;1;1;2;-;-;-;-;3;1;-;-;-;-;-;-;-;17
"353610 Pardinho";-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;3;9;-;2;1;-;-;-;-;1;23
"353620 Pariquera-Açu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2;-;-;-;-;3;8
"353625 Parisi";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;2;2;-;-;-;-;1;9
"353630 Patrocínio Paulista";-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;1;1;1;1;1;1;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;1;-;-;-;-;1;19
"353640 Paulicéia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3
"353650 Paulínia";-;1;1;4;7;-;54;2;-;-;3;-;11;8;6;2;-;-;4;1;3;8;1;6;6;3;4;5;5;5;7;4;4;6;3;33;12;-;55;2;-;-;21;5;1;2;18;-;25;48;14;27;22;-;-;-;7;1;467
"353657 Paulistânia";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;7
"353660 Paulo de Faria";-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;3;1;1;-;2;-;-;10;1;-;3;-;-;-;-;2;29
"353670 Pederneiras";-;2;-;4;3;-;10;-;-;-;-;-;3;-;2;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;7;-;-;3;3;-;-;4;1;4;-;8;1;6;1;9;4;3;-;-;-;-;2;85
"353680 Pedra Bela";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;4;1;1;1;-;-;-;-;-;10
"353690 Pedranópolis";-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;2;-;3;1;-;-;-;-;1;12
"353700 Pedregulho";-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;5;8;-;-;-;-;3;20
"353710 Pedreira";-;-;1;7;3;3;13;2;-;-;-;-;2;1;2;-;-;-;-;-;3;-;-;2;-;-;-;-;-;-;-;-;-;-;-;20;4;-;14;4;-;-;9;-;6;-;11;-;2;12;4;12;25;-;1;-;-;12;175
"353715 Pedrinhas Paulista";-;-;-;1;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;2;-;-;-;-;1;13
"353720 Pedro de Toledo";-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;2;1;1;-;1;-;-;7;1;1;-;-;-;-;-;1;21
"353730 Penápolis";-;1;1;6;9;-;14;-;-;-;3;1;8;-;3;1;-;-;-;-;4;-;1;1;-;-;-;-;-;-;-;-;-;-;-;17;2;-;10;5;-;-;3;2;4;1;12;-;-;25;10;1;1;9;-;-;-;1;156
"353740 Pereira Barreto";-;-;-;1;1;-;5;-;-;-;-;-;-;1;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;2;-;-;4;3;2;-;5;-;1;5;1;3;3;-;-;-;-;2;47
"353750 Pereiras";-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;7
"353760 Peruíbe";-;2;-;-;3;-;12;-;1;-;-;-;1;1;4;1;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;5;-;-;6;1;-;-;7;1;1;1;7;1;-;15;5;10;7;-;-;-;-;2;97
"353770 Piacatu";-;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;5;1;-;3;-;-;-;-;-;15
"353780 Piedade";-;1;-;1;1;1;1;-;-;-;-;-;2;-;2;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;6;2;-;-;5;-;-;3;1;3;-;1;-;-;10;4;-;-;-;-;-;-;-;47
"353790 Pilar do Sul";-;-;-;-;1;-;1;-;-;-;-;-;1;1;4;-;-;-;-;-;-;1;-;-;1;1;1;1;1;-;1;-;-;-;-;7;1;-;4;8;-;-;4;2;2;-;3;-;3;16;3;4;2;-;-;-;-;1;75
"353800 Pindamonhangaba";-;4;1;4;10;6;115;1;3;-;6;3;8;3;9;3;-;-;4;2;10;13;3;6;-;-;-;-;-;-;-;-;-;-;-;38;5;-;196;17;-;-;21;10;12;1;56;30;67;89;40;20;35;-;3;-;77;11;942
"353810 Pindorama";-;-;-;1;1;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;2;-;-;2;-;5;1;-;-;-;-;3;31
"353820 Pinhalzinho";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;2;-;-;4;2;7;13;-;1;-;-;-;36
"353830 Piquerobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;5
"353850 Piquete";-;-;-;-;2;-;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;1;-;-;-;2;-;-;-;1;-;1;2;1;-;-;-;-;-;-;1;20
"353860 Piracaia";-;-;-;1;1;1;2;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;3;-;-;1;2;2;-;5;-;-;5;3;-;5;-;-;-;-;2;39
